,FIPS Code,State,Area name,adults_bs_2014-18
2484,47009,TN,Blount County,24.0
2485,47011,TN,Bradley County,21.9
2486,47013,TN,Campbell County,11.9
2487,47015,TN,Cannon County,13.8
2488,47017,TN,Carroll County,17.2
2489,47019,TN,Carter County,16.8
2490,47021,TN,Cheatham County,19.6
2491,47023,TN,Chester County,16.4
2492,47025,TN,Claiborne County,15.2
2493,47027,TN,Clay County,14.6
2494,47029,TN,Cocke County,10.8
2495,47031,TN,Coffee County,19.6
2496,47033,TN,Crockett County,13.0
2497,47035,TN,Cumberland County,18.3
2498,47037,TN,Davidson County,40.3
2499,47039,TN,Decatur County,12.8
2500,47041,TN,DeKalb County,15.7
2501,47043,TN,Dickson County,15.4
2502,47045,TN,Dyer County,16.9
2503,47047,TN,Fayette County,21.7
2504,47049,TN,Fentress County,13.6
2505,47051,TN,Franklin County,20.7
2506,47053,TN,Gibson County,17.8
2507,47055,TN,Giles County,15.1
2508,47057,TN,Grainger County,10.6
2509,47059,TN,Greene County,15.3
2510,47061,TN,Grundy County,12.1
2511,47063,TN,Hamblen County,16.1
2512,47065,TN,Hamilton County,31.2
2513,47067,TN,Hancock County,11.5
2514,47069,TN,Hardeman County,11.4
2515,47071,TN,Hardin County,13.9
2516,47073,TN,Hawkins County,14.0
2517,47075,TN,Haywood County,12.6
2518,47077,TN,Henderson County,13.8
2519,47079,TN,Henry County,17.1
2520,47081,TN,Hickman County,11.0
2521,47083,TN,Houston County,10.6
2522,47085,TN,Humphreys County,13.3
2523,47087,TN,Jackson County,9.0
2524,47089,TN,Jefferson County,16.4
2525,47091,TN,Johnson County,11.3
2526,47093,TN,Knox County,36.7
2527,47095,TN,Lake County,10.4
2528,47097,TN,Lauderdale County,8.8
2529,47099,TN,Lawrence County,12.5
2530,47101,TN,Lewis County,11.5
2531,47103,TN,Lincoln County,18.8
2532,47105,TN,Loudon County,26.3
2533,47107,TN,McMinn County,15.8
2534,47109,TN,McNairy County,12.7
2535,47111,TN,Macon County,10.0
2536,47113,TN,Madison County,25.9
2537,47115,TN,Marion County,11.6
2538,47117,TN,Marshall County,14.3
2539,47119,TN,Maury County,21.8
2540,47121,TN,Meigs County,10.5
2541,47123,TN,Monroe County,12.8
2542,47125,TN,Montgomery County,27.2
2543,47127,TN,Moore County,20.7
2544,47129,TN,Morgan County,7.3
2545,47131,TN,Obion County,14.9
2546,47133,TN,Overton County,13.1
2547,47135,TN,Perry County,11.5
2548,47137,TN,Pickett County,8.7
2549,47139,TN,Polk County,11.0
2550,47141,TN,Putnam County,25.4
2551,47143,TN,Rhea County,15.2
2552,47145,TN,Roane County,19.5
2553,47147,TN,Robertson County,18.6
2554,47149,TN,Rutherford County,32.0
2555,47151,TN,Scott County,9.4
2556,47153,TN,Sequatchie County,14.6
2557,47155,TN,Sevier County,17.1
2558,47157,TN,Shelby County,31.1
2559,47159,TN,Smith County,12.4
2560,47161,TN,Stewart County,14.9
2561,47163,TN,Sullivan County,22.8
2562,47165,TN,Sumner County,26.9
2563,47167,TN,Tipton County,16.7
2564,47169,TN,Trousdale County,16.8
2565,47171,TN,Unicoi County,14.8
2566,47173,TN,Union County,8.5
2567,47175,TN,Van Buren County,8.5
2568,47177,TN,Warren County,14.0
2569,47179,TN,Washington County,32.4
2570,47181,TN,Wayne County,11.2
2571,47183,TN,Weakley County,21.5
2572,47185,TN,White County,13.5
2573,47187,TN,Williamson County,59.0
2574,47189,TN,Wilson County,30.6
2575,48000,TX,Texas,29.3
2576,48001,TX,Anderson County,11.7
2577,48003,TX,Andrews County,10.4
2578,48005,TX,Angelina County,16.3
2579,48007,TX,Aransas County,21.7
2580,48009,TX,Archer County,23.4
2581,48011,TX,Armstrong County,23.2
2582,48013,TX,Atascosa County,13.3
2583,48015,TX,Austin County,23.5
2584,48017,TX,Bailey County,17.7
2585,48019,TX,Bandera County,23.8
2586,48021,TX,Bastrop County,20.4
2587,48023,TX,Baylor County,19.7
2588,48025,TX,Bee County,10.2
2589,48027,TX,Bell County,24.5
2590,48029,TX,Bexar County,27.6
2591,48031,TX,Blanco County,27.1
2592,48033,TX,Borden County,35.0
2593,48035,TX,Bosque County,18.5
2594,48037,TX,Bowie County,19.9
2595,48039,TX,Brazoria County,29.7
2596,48041,TX,Brazos County,40.8
2597,48043,TX,Brewster County,39.4
2598,48045,TX,Briscoe County,22.7
2599,48047,TX,Brooks County,17.6
2600,48049,TX,Brown County,19.3
2601,48051,TX,Burleson County,17.1
2602,48053,TX,Burnet County,25.1
2603,48055,TX,Caldwell County,14.8
2604,48057,TX,Calhoun County,15.0
2605,48059,TX,Callahan County,19.1
2606,48061,TX,Cameron County,17.3
2607,48063,TX,Camp County,18.6
2608,48065,TX,Carson County,30.4
2609,48067,TX,Cass County,16.4
2610,48069,TX,Castro County,14.8
2611,48071,TX,Chambers County,21.5
2612,48073,TX,Cherokee County,16.9
2613,48075,TX,Childress County,17.3
2614,48077,TX,Clay County,18.6
2615,48079,TX,Cochran County,8.2
2616,48081,TX,Coke County,17.1
2617,48083,TX,Coleman County,15.6
2618,48085,TX,Collin County,51.7
2619,48087,TX,Collingsworth County,18.4
2620,48089,TX,Colorado County,18.6
2621,48091,TX,Comal County,35.3
2622,48093,TX,Comanche County,19.8
2623,48095,TX,Concho County,11.9
2624,48097,TX,Cooke County,20.5
2625,48099,TX,Coryell County,15.7
2626,48101,TX,Cottle County,15.3
2627,48103,TX,Crane County,12.4
2628,48105,TX,Crockett County,14.1
2629,48107,TX,Crosby County,12.8
2630,48109,TX,Culberson County,9.0
2631,48111,TX,Dallam County,13.6
2632,48113,TX,Dallas County,30.7
2633,48115,TX,Dawson County,12.5
2634,48117,TX,Deaf Smith County,12.2
2635,48119,TX,Delta County,21.3
2636,48121,TX,Denton County,44.5
2637,48123,TX,DeWitt County,12.8
2638,48125,TX,Dickens County,16.7
2639,48127,TX,Dimmit County,14.1
2640,48129,TX,Donley County,19.8
2641,48131,TX,Duval County,9.3
2642,48133,TX,Eastland County,13.3
2643,48135,TX,Ector County,15.6
2644,48137,TX,Edwards County,20.8
2645,48139,TX,Ellis County,23.1
2646,48141,TX,El Paso County,22.8
2647,48143,TX,Erath County,29.7
2648,48145,TX,Falls County,12.9
2649,48147,TX,Fannin County,16.7
2650,48149,TX,Fayette County,18.1
2651,48151,TX,Fisher County,18.2
2652,48153,TX,Floyd County,15.9
2653,48155,TX,Foard County,16.2
2654,48157,TX,Fort Bend County,46.1
2655,48159,TX,Franklin County,23.6
2656,48161,TX,Freestone County,13.0
2657,48163,TX,Frio County,7.2
2658,48165,TX,Gaines County,12.4
2659,48167,TX,Galveston County,30.0
2660,48169,TX,Garza County,13.9
2661,48171,TX,Gillespie County,33.8
2662,48173,TX,Glasscock County,23.2
2663,48175,TX,Goliad County,17.6
2664,48177,TX,Gonzales County,12.3
2665,48179,TX,Gray County,13.3
2666,48181,TX,Grayson County,20.5
2667,48183,TX,Gregg County,20.8
2668,48185,TX,Grimes County,14.6
2669,48187,TX,Guadalupe County,27.5
2670,48189,TX,Hale County,16.5
2671,48191,TX,Hall County,14.3
2672,48193,TX,Hamilton County,21.7
2673,48195,TX,Hansford County,14.3
2674,48197,TX,Hardeman County,14.5
2675,48199,TX,Hardin County,15.3
2676,48201,TX,Harris County,31.0
2677,48203,TX,Harrison County,19.1
2678,48205,TX,Hartley County,17.2
2679,48207,TX,Haskell County,13.4
2680,48209,TX,Hays County,37.4
2681,48211,TX,Hemphill County,21.0
2682,48213,TX,Henderson County,18.2
2683,48215,TX,Hidalgo County,18.4
2684,48217,TX,Hill County,17.1
2685,48219,TX,Hockley County,14.0
2686,48221,TX,Hood County,26.1
2687,48223,TX,Hopkins County,18.3
2688,48225,TX,Houston County,14.1
2689,48227,TX,Howard County,12.3
2690,48229,TX,Hudspeth County,6.9
2691,48231,TX,Hunt County,19.3
2692,48233,TX,Hutchinson County,13.8
2693,48235,TX,Irion County,16.9
2694,48237,TX,Jack County,12.6
2695,48239,TX,Jackson County,16.1
2696,48241,TX,Jasper County,12.4
2697,48243,TX,Jeff Davis County,35.1
2698,48245,TX,Jefferson County,19.6
2699,48247,TX,Jim Hogg County,12.3
2700,48249,TX,Jim Wells County,12.7
2701,48251,TX,Johnson County,18.3
2702,48253,TX,Jones County,11.5
2703,48255,TX,Karnes County,14.4
2704,48257,TX,Kaufman County,20.7
2705,48259,TX,Kendall County,40.9
2706,48261,TX,Kenedy County,6.8
2707,48263,TX,Kent County,23.6
2708,48265,TX,Kerr County,25.6
2709,48267,TX,Kimble County,22.1
2710,48269,TX,King County,18.2
2711,48271,TX,Kinney County,9.6
2712,48273,TX,Kleberg County,24.8
2713,48275,TX,Knox County,19.6
2714,48277,TX,Lamar County,17.6
2715,48279,TX,Lamb County,15.9
2716,48281,TX,Lampasas County,20.0
2717,48283,TX,La Salle County,13.1
2718,48285,TX,Lavaca County,16.7
2719,48287,TX,Lee County,15.9
2720,48289,TX,Leon County,16.4
2721,48291,TX,Liberty County,9.5
2722,48293,TX,Limestone County,14.0
2723,48295,TX,Lipscomb County,19.5
2724,48297,TX,Live Oak County,13.2
2725,48299,TX,Llano County,25.7
2726,48301,TX,Loving County,0.0
2727,48303,TX,Lubbock County,29.1
2728,48305,TX,Lynn County,18.2
2729,48307,TX,McCulloch County,19.0
2730,48309,TX,McLennan County,23.7
2731,48311,TX,McMullen County,23.3
2732,48313,TX,Madison County,13.6
2733,48315,TX,Marion County,14.9
2734,48317,TX,Martin County,20.4
2735,48319,TX,Mason County,20.0
2736,48321,TX,Matagorda County,16.7
2737,48323,TX,Maverick County,12.5
2738,48325,TX,Medina County,19.8
2739,48327,TX,Menard County,17.8
2740,48329,TX,Midland County,27.4
2741,48331,TX,Milam County,13.8
2742,48333,TX,Mills County,18.2
2743,48335,TX,Mitchell County,11.8
2744,48337,TX,Montague County,15.5
2745,48339,TX,Montgomery County,34.7
2746,48341,TX,Moore County,14.3
2747,48343,TX,Morris County,15.5
2748,48345,TX,Motley County,16.7
2749,48347,TX,Nacogdoches County,24.5
2750,48349,TX,Navarro County,16.1
2751,48351,TX,Newton County,8.9
2752,48353,TX,Nolan County,15.5
2753,48355,TX,Nueces County,21.5
2754,48357,TX,Ochiltree County,15.2
2755,48359,TX,Oldham County,22.5
2756,48361,TX,Orange County,15.3
2757,48363,TX,Palo Pinto County,16.5
2758,48365,TX,Panola County,15.5
2759,48367,TX,Parker County,26.8
2760,48369,TX,Parmer County,17.7
2761,48371,TX,Pecos County,9.8
2762,48373,TX,Polk County,14.0
2763,48375,TX,Potter County,14.8
2764,48377,TX,Presidio County,20.1
2765,48379,TX,Rains County,11.7
2766,48381,TX,Randall County,32.0
2767,48383,TX,Reagan County,10.6
2768,48385,TX,Real County,20.6
2769,48387,TX,Red River County,12.6
2770,48389,TX,Reeves County,10.8
2771,48391,TX,Refugio County,11.8
2772,48393,TX,Roberts County,26.3
2773,48395,TX,Robertson County,16.1
2774,48397,TX,Rockwall County,40.3
2775,48399,TX,Runnels County,18.3
2776,48401,TX,Rusk County,14.5
2777,48403,TX,Sabine County,16.0
2778,48405,TX,San Augustine County,13.3
2779,48407,TX,San Jacinto County,10.9
2780,48409,TX,San Patricio County,14.9
2781,48411,TX,San Saba County,14.4
2782,48413,TX,Schleicher County,16.5
2783,48415,TX,Scurry County,16.5
2784,48417,TX,Shackelford County,24.9
2785,48419,TX,Shelby County,14.5
2786,48421,TX,Sherman County,19.7
2787,48423,TX,Smith County,25.8
2788,48425,TX,Somervell County,23.9
2789,48427,TX,Starr County,10.3
2790,48429,TX,Stephens County,16.6
2791,48431,TX,Sterling County,15.9
2792,48433,TX,Stonewall County,13.7
2793,48435,TX,Sutton County,17.7
2794,48437,TX,Swisher County,12.8
2795,48439,TX,Tarrant County,31.5
2796,48441,TX,Taylor County,24.5
2797,48443,TX,Terrell County,15.3
2798,48445,TX,Terry County,12.0
2799,48447,TX,Throckmorton County,19.0
2800,48449,TX,Titus County,15.9
2801,48451,TX,Tom Green County,24.2
2802,48453,TX,Travis County,48.6
2803,48455,TX,Trinity County,12.8
2804,48457,TX,Tyler County,12.5
2805,48459,TX,Upshur County,17.0
2806,48461,TX,Upton County,9.9
2807,48463,TX,Uvalde County,15.8
2808,48465,TX,Val Verde County,18.6
2809,48467,TX,Van Zandt County,17.1
2810,48469,TX,Victoria County,20.1
2811,48471,TX,Walker County,20.6
2812,48473,TX,Waller County,19.9
2813,48475,TX,Ward County,13.6
2814,48477,TX,Washington County,25.0
2815,48479,TX,Webb County,18.4
2816,48481,TX,Wharton County,17.1
2817,48483,TX,Wheeler County,16.6
2818,48485,TX,Wichita County,23.0
2819,48487,TX,Wilbarger County,16.1
2820,48489,TX,Willacy County,10.1
2821,48491,TX,Williamson County,41.1
2822,48493,TX,Wilson County,20.5
2823,48495,TX,Winkler County,9.5
2824,48497,TX,Wise County,17.5
2825,48499,TX,Wood County,16.4
2826,48501,TX,Yoakum County,16.3
2827,48503,TX,Young County,19.6
2828,48505,TX,Zapata County,10.4
2829,48507,TX,Zavala County,8.6
2830,49000,UT,Utah,33.3
2831,49001,UT,Beaver County,20.4
2832,49003,UT,Box Elder County,23.3
2833,49005,UT,Cache County,37.8
2834,49007,UT,Carbon County,16.4
2835,49009,UT,Daggett County,12.4
2836,49011,UT,Davis County,37.5
2837,49013,UT,Duchesne County,14.4
2838,49015,UT,Emery County,14.7
2839,49017,UT,Garfield County,24.4
2840,49019,UT,Grand County,27.7
2841,49021,UT,Iron County,29.1
2842,49023,UT,Juab County,17.1
2843,49025,UT,Kane County,27.3
2844,49027,UT,Millard County,22.4
2845,49029,UT,Morgan County,39.5
2846,49031,UT,Piute County,18.9
2847,49033,UT,Rich County,24.4
2848,49035,UT,Salt Lake County,34.5
2849,49037,UT,San Juan County,18.4
2850,49039,UT,Sanpete County,18.8
2851,49041,UT,Sevier County,17.1
2852,49043,UT,Summit County,55.3
2853,49045,UT,Tooele County,23.0
2854,49047,UT,Uintah County,14.7
2855,49049,UT,Utah County,40.1
2856,49051,UT,Wasatch County,40.6
2857,49053,UT,Washington County,27.7
2858,49055,UT,Wayne County,25.2
2859,49057,UT,Weber County,23.8
2860,50000,VT,Vermont,37.3
2861,50001,VT,Addison County,36.7
2862,50003,VT,Bennington County,35.7
2863,50005,VT,Caledonia County,28.1
2864,50007,VT,Chittenden County,50.7
2865,50009,VT,Essex County,15.6
2866,50011,VT,Franklin County,23.7
2867,50013,VT,Grand Isle County,39.2
2868,50015,VT,Lamoille County,37.3
2869,50017,VT,Orange County,29.1
2870,50019,VT,Orleans County,21.6
2871,50021,VT,Rutland County,30.3
2872,50023,VT,Washington County,41.5
2873,50025,VT,Windham County,38.6
2874,50027,VT,Windsor County,36.3
2875,51000,VA,Virginia,38.2
2876,51001,VA,Accomack County,18.5
2877,51003,VA,Albemarle County,53.5
2878,51005,VA,Alleghany County,15.4
2879,51007,VA,Amelia County,15.9
2880,51009,VA,Amherst County,19.2
2881,51011,VA,Appomattox County,19.8
2882,51013,VA,Arlington County,74.6
2883,51015,VA,Augusta County,23.5
2884,51017,VA,Bath County,14.9
2885,51019,VA,Bedford County,28.9
2886,51021,VA,Bland County,17.4
2887,51023,VA,Botetourt County,28.7
2888,51025,VA,Brunswick County,14.3
2889,51027,VA,Buchanan County,10.6
2890,51029,VA,Buckingham County,11.3
2891,51031,VA,Campbell County,22.5
2892,51033,VA,Caroline County,20.1
2893,51035,VA,Carroll County,13.1
2894,51036,VA,Charles City County,13.3
2895,51037,VA,Charlotte County,10.2
2896,51041,VA,Chesterfield County,39.9
2897,51043,VA,Clarke County,32.2
2898,51045,VA,Craig County,18.5
2899,51047,VA,Culpeper County,24.7
2900,51049,VA,Cumberland County,17.5
2901,51051,VA,Dickenson County,10.0
2902,51053,VA,Dinwiddie County,17.2
2903,51057,VA,Essex County,16.5
2904,51059,VA,Fairfax County,61.1
2905,51061,VA,Fauquier County,35.9
2906,51063,VA,Floyd County,22.3
2907,51065,VA,Fluvanna County,34.5
2908,51067,VA,Franklin County,20.5
2909,51069,VA,Frederick County,28.1
2910,51071,VA,Giles County,18.2
2911,51073,VA,Gloucester County,22.8
2912,51075,VA,Goochland County,39.2
2913,51077,VA,Grayson County,12.5
2914,51079,VA,Greene County,27.8
2915,51081,VA,Greensville County,9.0
2916,51083,VA,Halifax County,15.9
2917,51085,VA,Hanover County,39.2
2918,51087,VA,Henrico County,42.9
2919,51089,VA,Henry County,12.8
2920,51091,VA,Highland County,23.1
2921,51093,VA,Isle of Wight County,28.2
2922,51095,VA,James City County,49.6
2923,51097,VA,King and Queen County,19.8
2924,51099,VA,King George County,34.6
2925,51101,VA,King William County,20.4
2926,51103,VA,Lancaster County,30.9
2927,51105,VA,Lee County,11.4
2928,51107,VA,Loudoun County,60.8
2929,51109,VA,Louisa County,23.4
2930,51111,VA,Lunenburg County,10.6
2931,51113,VA,Madison County,24.2
2932,51115,VA,Mathews County,28.0
2933,51117,VA,Mecklenburg County,18.4
2934,51119,VA,Middlesex County,21.8
2935,51121,VA,Montgomery County,45.8
2936,51125,VA,Nelson County,32.1
2937,51127,VA,New Kent County,28.4
2938,51131,VA,Northampton County,21.6
2939,51133,VA,Northumberland County,28.5
2940,51135,VA,Nottoway County,12.7
2941,51137,VA,Orange County,24.3
2942,51139,VA,Page County,13.9
2943,51141,VA,Patrick County,13.9
2944,51143,VA,Pittsylvania County,13.9
2945,51145,VA,Powhatan County,28.8
2946,51147,VA,Prince Edward County,28.1
2947,51149,VA,Prince George County,24.0
2948,51153,VA,Prince William County,40.1
2949,51155,VA,Pulaski County,19.4
2950,51157,VA,Rappahannock County,32.9
2951,51159,VA,Richmond County,15.7
2952,51161,VA,Roanoke County,34.8
2953,51163,VA,Rockbridge County,26.5
2954,51165,VA,Rockingham County,25.9
2955,51167,VA,Russell County,13.5
2956,51169,VA,Scott County,14.4
2957,51171,VA,Shenandoah County,20.1
2958,51173,VA,Smyth County,14.3
2959,51175,VA,Southampton County,17.8
2960,51177,VA,Spotsylvania County,31.5
2961,51179,VA,Stafford County,39.8
2962,51181,VA,Surry County,17.6
2963,51183,VA,Sussex County,12.6
2964,51185,VA,Tazewell County,15.3
2965,51187,VA,Warren County,21.1
2966,51191,VA,Washington County,22.5
2967,51193,VA,Westmoreland County,20.3
2968,51195,VA,Wise County,14.5
2969,51197,VA,Wythe County,18.5
2970,51199,VA,York County,45.4
2971,51510,VA,Alexandria city,62.1
2972,51515,VA,Bedford city,
2973,51520,VA,Bristol city,24.1
2974,51530,VA,Buena Vista city,15.9
2975,51540,VA,Charlottesville city,52.6
2976,51550,VA,Chesapeake city,32.5
2977,51560,VA,Clifton Forge city,
2978,51570,VA,Colonial Heights city,23.2
2979,51580,VA,Covington city,15.3
2980,51590,VA,Danville city,18.4
2981,51595,VA,Emporia city,13.4
2982,51600,VA,Fairfax city,58.7
2983,51610,VA,Falls Church city,78.5
2984,51620,VA,Franklin city,21.1
2985,51630,VA,Fredericksburg city,42.1
2986,51640,VA,Galax city,12.4
2987,51650,VA,Hampton city,26.8
2988,51660,VA,Harrisonburg city,36.0
2989,51670,VA,Hopewell city,13.5
2990,51678,VA,Lexington city,39.5
2991,51680,VA,Lynchburg city,34.8
2992,51683,VA,Manassas city,29.7
2993,51685,VA,Manassas Park city,29.2
2994,51690,VA,Martinsville city,21.3
2995,51700,VA,Newport News city,25.5
2996,51710,VA,Norfolk city,28.0
2997,51720,VA,Norton city,16.9
2998,51730,VA,Petersburg city,18.0
2999,51735,VA,Poquoson city,42.8
3000,51740,VA,Portsmouth city,21.3
3001,51750,VA,Radford city,39.1
3002,51760,VA,Richmond city,38.5
3003,51770,VA,Roanoke city,23.8
3004,51775,VA,Salem city,29.1
3005,51790,VA,Staunton city,34.0
3006,51800,VA,Suffolk city,28.1
3007,51810,VA,Virginia Beach city,35.2
3008,51820,VA,Waynesboro city,25.0
3009,51830,VA,Williamsburg city,56.7
3010,51840,VA,Winchester city,33.9
3011,53000,WA,Washington,35.3
3012,53001,WA,Adams County,13.6
3013,53003,WA,Asotin County,20.5
3014,53005,WA,Benton County,30.0
3015,53007,WA,Chelan County,26.7
3016,53009,WA,Clallam County,26.1
3017,53011,WA,Clark County,29.8
3018,53013,WA,Columbia County,24.9
3019,53015,WA,Cowlitz County,16.6
3020,53017,WA,Douglas County,19.2
3021,53019,WA,Ferry County,18.2
3022,53021,WA,Franklin County,17.3
3023,53023,WA,Garfield County,25.2
3024,53025,WA,Grant County,17.6
3025,53027,WA,Grays Harbor County,15.8
3026,53029,WA,Island County,33.0
3027,53031,WA,Jefferson County,41.8
3028,53033,WA,King County,51.4
3029,53035,WA,Kitsap County,32.2
3030,53037,WA,Kittitas County,34.8
3031,53039,WA,Klickitat County,28.9
3032,53041,WA,Lewis County,16.8
3033,53043,WA,Lincoln County,23.6
3034,53045,WA,Mason County,18.0
3035,53047,WA,Okanogan County,19.0
3036,53049,WA,Pacific County,18.0
3037,53051,WA,Pend Oreille County,20.2
3038,53053,WA,Pierce County,26.4
3039,53055,WA,San Juan County,48.6
3040,53057,WA,Skagit County,26.3
3041,53059,WA,Skamania County,23.8
3042,53061,WA,Snohomish County,31.9
3043,53063,WA,Spokane County,30.4
3044,53065,WA,Stevens County,18.5
3045,53067,WA,Thurston County,35.7
3046,53069,WA,Wahkiakum County,19.0
3047,53071,WA,Walla Walla County,28.6
3048,53073,WA,Whatcom County,33.9
3049,53075,WA,Whitman County,49.5
3050,53077,WA,Yakima County,16.0
3051,54000,WV,West Virginia,20.3
3052,54001,WV,Barbour County,16.6
3053,54003,WV,Berkeley County,21.0
3054,54005,WV,Boone County,8.4
3055,54007,WV,Braxton County,15.1
3056,54009,WV,Brooke County,19.4
3057,54011,WV,Cabell County,25.7
3058,54013,WV,Calhoun County,11.0
3059,54015,WV,Clay County,9.5
3060,54017,WV,Doddridge County,15.7
3061,54019,WV,Fayette County,15.2
3062,54021,WV,Gilmer County,14.4
3063,54023,WV,Grant County,14.4
3064,54025,WV,Greenbrier County,19.9
3065,54027,WV,Hampshire County,12.2
3066,54029,WV,Hancock County,18.5
3067,54031,WV,Hardy County,14.5
3068,54033,WV,Harrison County,22.5
3069,54035,WV,Jackson County,17.1
3070,54037,WV,Jefferson County,30.8
3071,54039,WV,Kanawha County,24.9
3072,54041,WV,Lewis County,13.3
3073,54043,WV,Lincoln County,8.7
3074,54045,WV,Logan County,10.0
3075,54047,WV,McDowell County,5.4
3076,54049,WV,Marion County,23.4
3077,54051,WV,Marshall County,18.5
3078,54053,WV,Mason County,12.4
3079,54055,WV,Mercer County,20.0
3080,54057,WV,Mineral County,14.7
3081,54059,WV,Mingo County,9.5
3082,54061,WV,Monongalia County,41.3
3083,54063,WV,Monroe County,13.8
3084,54065,WV,Morgan County,17.3
3085,54067,WV,Nicholas County,15.2
3086,54069,WV,Ohio County,30.8
3087,54071,WV,Pendleton County,14.2
3088,54073,WV,Pleasants County,12.9
3089,54075,WV,Pocahontas County,16.3
3090,54077,WV,Preston County,15.4
3091,54079,WV,Putnam County,26.7
3092,54081,WV,Raleigh County,18.3
3093,54083,WV,Randolph County,16.3
3094,54085,WV,Ritchie County,10.5
3095,54087,WV,Roane County,12.4
3096,54089,WV,Summers County,13.9
3097,54091,WV,Taylor County,17.2
3098,54093,WV,Tucker County,17.5
3099,54095,WV,Tyler County,13.9
3100,54097,WV,Upshur County,16.8
3101,54099,WV,Wayne County,15.1
3102,54101,WV,Webster County,9.3
3103,54103,WV,Wetzel County,12.7
3104,54105,WV,Wirt County,9.7
3105,54107,WV,Wood County,21.8
3106,54109,WV,Wyoming County,9.5
3107,55000,WI,Wisconsin,29.5
3108,55001,WI,Adams County,12.4
3109,55003,WI,Ashland County,21.1
3110,55005,WI,Barron County,19.9
3111,55007,WI,Bayfield County,30.5
3112,55009,WI,Brown County,29.6
3113,55011,WI,Buffalo County,17.9
3114,55013,WI,Burnett County,20.0
3115,55015,WI,Calumet County,28.7
3116,55017,WI,Chippewa County,20.1
3117,55019,WI,Clark County,11.5
3118,55021,WI,Columbia County,23.2
3119,55023,WI,Crawford County,17.8
3120,55025,WI,Dane County,50.7
3121,55027,WI,Dodge County,16.5
3122,55029,WI,Door County,32.1
3123,55031,WI,Douglas County,24.0
3124,55033,WI,Dunn County,28.0
3125,55035,WI,Eau Claire County,31.8
3126,55037,WI,Florence County,18.3
3127,55039,WI,Fond du Lac County,22.7
3128,55041,WI,Forest County,15.6
3129,55043,WI,Grant County,23.0
3130,55045,WI,Green County,23.0
3131,55047,WI,Green Lake County,19.3
3132,55049,WI,Iowa County,24.3
3133,55051,WI,Iron County,20.0
3134,55053,WI,Jackson County,14.4
3135,55055,WI,Jefferson County,24.8
3136,55057,WI,Juneau County,13.6
3137,55059,WI,Kenosha County,25.7
3138,55061,WI,Kewaunee County,19.1
3139,55063,WI,La Crosse County,34.3
3140,55065,WI,Lafayette County,18.9
3141,55067,WI,Langlade County,16.5
3142,55069,WI,Lincoln County,18.3
3143,55071,WI,Manitowoc County,19.9
3144,55073,WI,Marathon County,25.6
3145,55075,WI,Marinette County,15.0
3146,55077,WI,Marquette County,14.2
3147,55078,WI,Menominee County,17.2
3148,55079,WI,Milwaukee County,30.5
3149,55081,WI,Monroe County,19.9
3150,55083,WI,Oconto County,16.0
3151,55085,WI,Oneida County,27.1
3152,55087,WI,Outagamie County,28.9
3153,55089,WI,Ozaukee County,48.4
3154,55091,WI,Pepin County,19.2
3155,55093,WI,Pierce County,28.2
3156,55095,WI,Polk County,20.4
3157,55097,WI,Portage County,32.0
3158,55099,WI,Price County,16.9
3159,55101,WI,Racine County,24.7
3160,55103,WI,Richland County,18.9
3161,55105,WI,Rock County,21.8
3162,55107,WI,Rusk County,15.8
3163,55109,WI,St. Croix County,33.7
3164,55111,WI,Sauk County,23.8
3165,55113,WI,Sawyer County,23.2
3166,55115,WI,Shawano County,16.1
3167,55117,WI,Sheboygan County,23.9
3168,55119,WI,Taylor County,14.7
3169,55121,WI,Trempealeau County,19.4
3170,55123,WI,Vernon County,21.8
3171,55125,WI,Vilas County,27.1
3172,55127,WI,Walworth County,28.3
3173,55129,WI,Washburn County,22.3
3174,55131,WI,Washington County,30.7
3175,55133,WI,Waukesha County,43.8
3176,55135,WI,Waupaca County,19.1
3177,55137,WI,Waushara County,15.7
3178,55139,WI,Winnebago County,27.3
3179,55141,WI,Wood County,21.6
3180,56000,WY,Wyoming,26.9
3181,56001,WY,Albany County,49.9
3182,56003,WY,Big Horn County,18.8
3183,56005,WY,Campbell County,19.2
3184,56007,WY,Carbon County,20.3
3185,56009,WY,Converse County,17.2
3186,56011,WY,Crook County,22.4
3187,56013,WY,Fremont County,23.5
3188,56015,WY,Goshen County,24.5
3189,56017,WY,Hot Springs County,23.1
3190,56019,WY,Johnson County,28.8
3191,56021,WY,Laramie County,28.7
3192,56023,WY,Lincoln County,22.6
3193,56025,WY,Natrona County,22.7
3194,56027,WY,Niobrara County,16.6
3195,56029,WY,Park County,32.1
3196,56031,WY,Platte County,21.7
3197,56033,WY,Sheridan County,30.0
3198,56035,WY,Sublette County,25.2
3199,56037,WY,Sweetwater County,22.0
3200,56039,WY,Teton County,57.4
3201,56041,WY,Uinta County,15.4
3202,56043,WY,Washakie County,21.5
3203,56045,WY,Weston County,19.2
3204,72000,PR,Puerto Rico,25.3
3205,72001,PR,Adjuntas Municipio,17.9
3206,72003,PR,Aguada Municipio,19.4
3207,72005,PR,Aguadilla Municipio,23.7
3208,72007,PR,Aguas Buenas Municipio,17.6
3209,72009,PR,Aibonito Municipio,19.8
3210,72011,PR,Añasco Municipio,18.1
3211,72013,PR,Arecibo Municipio,22.8
3212,72015,PR,Arroyo Municipio,14.0
3213,72017,PR,Barceloneta Municipio,19.9
