,2019,per_change,State,County Name,FIPS State,FIPS County
1203,"29,014",-3.732705133,Maryland,Kent,24,29
1204,"255,441",4.336584649,Maryland,Montgomery,24,31
1205,"325,690",13.43222243,Maryland,Prince Georges,24,33
1206,"19,422",-3.8276801189999996,Maryland,Queen Annes,24,35
1207,"1,050,688",8.175157832,Maryland,St Marys,24,37
1208,"909,327",5.242648106,Maryland,Somerset,24,39
1209,"50,381",5.432667155,Maryland,Talbot,24,41
1210,"113,510",7.956706992000001,Maryland,Washington,24,43
1211,"25,616",-3.226293918,Maryland,Wicomico,24,45
1212,"37,181",-1.588099839,Maryland,Worcester,24,47
1213,"151,049",2.463759268,Maryland,Baltimore City,24,510
1214,"103,609",4.938571703,Massachusetts,Barnstable,25,1
1215,"52,276",1.6093920069999998,Massachusetts,Berkshire,25,3
1216,"593,490",-4.394542262,Massachusetts,Bristol,25,5
1217,"212,990",-1.3387066890000001,Massachusetts,Dukes,25,7
1218,"124,944",-4.82197541,Massachusetts,Essex,25,9
1219,"565,217",3.0962604110000003,Massachusetts,Franklin,25,11
1220,"17,332",4.820078621,Massachusetts,Hampden,25,13
1221,"789,034",6.183974312,Massachusetts,Hampshire,25,15
1222,"70,180",-1.682520559,Massachusetts,Middlesex,25,17
1223,"466,372",0.59467446,Massachusetts,Nantucket,25,19
1224,"160,830",1.750567812,Massachusetts,Norfolk,25,21
1225,"1,611,699",7.22264763,Massachusetts,Plymouth,25,23
1226,"11,399",12.06252458,Massachusetts,Suffolk,25,25
1227,"706,775",5.345724464,Massachusetts,Worcester,25,27
1228,"521,202",5.307799859,Michigan,Alcona,26,1
1229,"803,907",11.31624533,Michigan,Alger,26,3
1230,"830,622",4.038036882,Michigan,Allegan,26,5
1231,"10,405",-4.916384904,Michigan,Alpena,26,7
1232,"9,108",-5.134881783,Michigan,Antrim,26,9
1233,"118,081",5.997307002,Michigan,Arenac,26,11
1234,"28,405",-4.017706292,Michigan,Baraga,26,13
1235,"23,324",-1.060490371,Michigan,Barry,26,15
1236,"14,883",-6.413884173,Michigan,Bay,26,17
1237,"8,209",-7.410331604,Michigan,Benzie,26,19
1238,"61,550",4.010003887,Michigan,Berrien,26,21
1239,"103,126",-4.311840628,Michigan,Branch,26,23
1240,"17,766",1.3693940430000002,Michigan,Calhoun,26,25
1241,"153,401",-2.17272078,Michigan,Cass,26,27
1242,"43,517",-3.812828787,Michigan,Charlevoix,26,29
1243,"134,159",-1.462357694,Michigan,Cheboygan,26,31
1244,"51,787",-0.9600489590000001,Michigan,Chippewa,26,33
1245,"26,143",0.7243305720000001,Michigan,Clare,26,35
1246,"25,276",-3.3237712760000004,Michigan,Clinton,26,37
1247,"37,349",-3.4210798510000004,Michigan,Crawford,26,39
1248,"30,950",0.08407709199999999,Michigan,Delta,26,41
1249,"79,595",5.614086301,Michigan,Dickinson,26,43
1250,"14,029",-0.369291954,Michigan,Eaton,26,45
1251,"35,784",-3.466508403,Michigan,Emmet,26,47
1252,"25,239",-3.550137573,Michigan,Genesee,26,49
1253,"110,268",2.326444632,Michigan,Gladwin,26,51
1254,"33,415",2.205297608,Michigan,Gogebic,26,53
1255,"405,813",-4.691077933,Michigan,Grand Traverse,26,55
1256,"25,449",-0.9689469999999999,Michigan,Gratiot,26,57
1257,"13,975",-14.9111057,Michigan,Hillsdale,26,59
1258,"93,088",7.0186128320000005,Michigan,Houghton,26,61
1259,"40,711",-4.159800367,Michigan,Huron,26,63
1260,"45,605",-2.325930051,Michigan,Ingham,26,65
1261,"35,684",-2.5692832759999997,Michigan,Ionia,26,67
1262,"30,981",-6.452684341,Michigan,Iosco,26,69
1263,"292,406",4.099454949,Michigan,Iron,26,71
1264,"64,697",1.245676906,Michigan,Isabella,26,73
1265,"25,127",-2.9583285060000004,Michigan,Jackson,26,75
1266,"11,066",-6.35525091,Michigan,Kalamazoo,26,77
1267,"69,872",-0.62719554,Michigan,Kalkaska,26,79
1268,"158,510",-1.0753090809999999,Michigan,Kent,26,81
1269,"265,066",5.8878986289999995,Michigan,Keweenaw,26,83
1270,"18,038",5.1962442410000005,Michigan,Lake,26,85
1271,"656,955",9.015556938,Michigan,Lapeer,26,87
1272,"2,116",-1.85528757,Michigan,Leelanau,26,89
1273,"11,853",2.6767151769999997,Michigan,Lenawee,26,91
1274,"87,607",-0.80279904,Michigan,Livingston,26,93
1275,"21,761",0.23029800600000003,Michigan,Luce,26,95
1276,"98,451",-1.449463959,Michigan,Mackinac,26,97
1277,"191,995",6.09568754,Michigan,Macomb,26,99
1278,"6,229",-6.062434022000001,Michigan,Manistee,26,101
1279,"10,799",-2.834263092,Michigan,Marquette,26,103
1280,"873,972",3.915751826,Michigan,Mason,26,105
1281,"24,558",-0.763728937,Michigan,Mecosta,26,107
1282,"66,699",-0.5546361320000001,Michigan,Menominee,26,109
1283,"29,144",1.5859737180000002,Michigan,Midland,26,111
1284,"43,453",1.5304453480000002,Michigan,Missaukee,26,113
1285,"22,780",-5.197885888,Michigan,Monroe,26,115
1286,"83,156",-0.55608041,Michigan,Montcalm,26,117
1287,"15,118",1.79785873,Michigan,Montmorency,26,119
1288,"150,500",-1.007031461,Michigan,Muskegon,26,121
1289,"63,888",0.861987307,Michigan,Newaygo,26,123
1290,"9,328",-4.4262295080000005,Michigan,Oakland,26,125
1291,"173,566",0.79677573,Michigan,Oceana,26,127
1292,"48,980",1.075135682,Michigan,Ogemaw,26,129
1293,"1,257,584",4.590879453,Michigan,Ontonagon,26,131
1294,"26,467",-0.38765525,Michigan,Osceola,26,133
1295,"20,997",-3.186093692,Michigan,Oscoda,26,135
1296,"5,720",-15.63421829,Michigan,Otsego,26,137
1297,"23,460",-0.280540678,Michigan,Ottawa,26,139
1298,"8,241",-4.59597129,Michigan,Presque Isle,26,141
1299,"24,668",2.073074854,Michigan,Roscommon,26,143
1300,"291,830",10.62757065,Michigan,Saginaw,26,145
1301,"12,592",-5.889387145,Michigan,St Clair,26,147
1302,"24,019",-1.754744764,Michigan,St Joseph,26,149
1303,"190,539",-4.81093476,Michigan,Sanilac,26,151
1304,"159,128",-2.40599567,Michigan,Schoolcraft,26,153
1305,"60,964",-0.552990881,Michigan,Shiawassee,26,155
1306,"41,170",-4.4912541180000005,Michigan,Tuscola,26,157
1307,"8,094",-4.608131998,Michigan,Van Buren,26,159
1308,"68,122",-3.602762212,Michigan,Washtenaw,26,161
1309,"52,245",-6.239905244,Michigan,Wayne,26,163
1310,"75,677",-0.7762000290000001,Michigan,Wexford,26,165
1311,"367,601",6.500696772,Minnesota,Aitkin,27,1
1312,"1,749,343",-3.907226309,Minnesota,Anoka,27,3
1313,"33,631",2.7371315110000003,Minnesota,Becker,27,5
1314,"15,886",-1.889822134,Minnesota,Beltrami,27,7
1315,"356,921",7.877397554,Minnesota,Benton,27,9
1316,"34,423",5.897372793,Minnesota,Big Stone,27,11
1317,"47,188",6.176450735,Minnesota,Blue Earth,27,13
1318,"40,889",6.340537307000001,Minnesota,Brown,27,15
1319,"4,991",-5.258162491,Minnesota,Carlton,27,17
1320,"67,653",5.6863449610000005,Minnesota,Carver,27,19
1321,"25,008",-3.417912177,Minnesota,Cass,27,21
1322,"35,871",1.370598542,Minnesota,Chippewa,27,23
1323,"105,089",15.3733834,Minnesota,Chisago,27,25
1324,"29,779",4.24995624,Minnesota,Clay,27,27
1325,"11,800",-5.167564092,Minnesota,Clearwater,27,29
1326,"56,579",4.989794025,Minnesota,Cook,27,31
1327,"64,222",8.852692419,Minnesota,Cottonwood,27,33
1328,"8,818",1.414606095,Minnesota,Crow Wing,27,35
1329,"5,463",5.544822257000001,Minnesota,Dakota,27,37
1330,"11,196",-4.201249251,Minnesota,Dodge,27,39
1331,"65,055",4.06801894,Minnesota,Douglas,27,41
1332,"429,021",7.634662184,Minnesota,Faribault,27,43
1333,"20,934",4.21665754,Minnesota,Fillmore,27,45
1334,"38,141",5.914859348999999,Minnesota,Freeborn,27,47
1335,"13,653",-6.184291899,Minnesota,Goodhue,27,49
1336,"21,067",0.953613188,Minnesota,Grant,27,51
1337,"30,281",-3.11320151,Minnesota,Hennepin,27,53
1338,"46,340",0.337779318,Minnesota,Houston,27,55
1339,"5,972",-0.764373546,Minnesota,Hubbard,27,57
1340,"1,265,843",9.845494344,Minnesota,Isanti,27,59
1341,"18,600",-2.208201893,Minnesota,Itasca,27,61
1342,"21,491",5.208792285,Minnesota,Jackson,27,63
1343,"40,596",7.368421053,Minnesota,Kanabec,27,65
1344,"45,130",0.159794043,Minnesota,Kandiyohi,27,67
1345,"9,846",-4.091174752,Minnesota,Kittson,27,69
1346,"16,337",0.572519084,Minnesota,Koochiching,27,71
1347,"43,199",2.272781079,Minnesota,Lac Qui Parle,27,73
1348,"4,298",-5.579964851000001,Minnesota,Lake,27,75
1349,"12,229",-8.149316509,Minnesota,Lake of The Woods,27,77
1350,"6,623",-8.748966657,Minnesota,Le Sueur,27,79
1351,"10,641",-2.034616093,Minnesota,Lincoln,27,81
1352,"3,740",-7.540173052999999,Minnesota,Lyon,27,83
1353,"28,887",4.281433883,Minnesota,McLeod,27,85
1354,"5,639",-4.3426632739999995,Minnesota,Mahnomen,27,87
1355,"25,474",-1.485033645,Minnesota,Marshall,27,89
1356,"35,893",-2.052121708,Minnesota,Martin,27,91
1357,"5,527",2.106041012,Minnesota,Meeker,27,93
1358,"9,336",-1.09121729,Minnesota,Mille Lacs,27,95
1359,"19,683",-5.565417646,Minnesota,Morrison,27,97
1360,"23,222",-0.32620825800000003,Minnesota,Mower,27,99
1361,"26,277",0.689734452,Minnesota,Murray,27,101
1362,"33,386",0.566299175,Minnesota,Nicollet,27,103
1363,"40,062",2.285086935,Minnesota,Nobles,27,105
1364,"8,194",-6.085959885,Minnesota,Norman,27,107
1365,"34,274",4.720584191,Minnesota,Olmsted,27,109
1366,"21,629",1.174104219,Minnesota,Otter Tail,27,111
1367,"6,375",-6.866325785,Minnesota,Pennington,27,113
1368,"158,293",9.721490559,Minnesota,Pine,27,115
1369,"58,746",2.521770999,Minnesota,Pipestone,27,117
1370,"14,119",1.35678392,Minnesota,Polk,27,119
1371,"29,579",-0.564762833,Minnesota,Pope,27,121
1372,"9,126",-4.907783682,Minnesota,Ramsey,27,123
1373,"31,364",-0.7468354429999999,Minnesota,Red Lake,27,125
1374,"11,249",2.3287546619999997,Minnesota,Redwood,27,127
1375,"550,321",8.194810072000001,Minnesota,Renville,27,129
1376,"4,055",-0.831499144,Minnesota,Rice,27,131
1377,"15,170",-5.529953917,Minnesota,Rock,27,133
1378,"14,548",-7.502543235,Minnesota,Roseau,27,135
1379,"66,972",4.410457883,Minnesota,St Louis,27,137
1380,"9,315",-3.830270493,Minnesota,Scott,27,139
1381,"15,165",-2.968839977,Minnesota,Sherburne,27,141
1382,"199,070",-0.5788372310000001,Minnesota,Sibley,27,143
1383,"149,013",14.70656157,Minnesota,Stearns,27,145
1384,"97,238",9.883379289,Minnesota,Steele,27,147
1385,"14,865",-2.42221347,Minnesota,Stevens,27,149
1386,"161,075",6.9256913739999995,Minnesota,Swift,27,151
1387,"36,649",0.185888849,Minnesota,Todd,27,153
1388,"9,805",0.8537338,Minnesota,Traverse,27,155
1389,"9,266",-5.265310295,Minnesota,Wabasha,27,157
1390,"24,664",-0.927897168,Minnesota,Wadena,27,159
1391,"3,259",-8.403597527,Minnesota,Waseca,27,161
1392,"21,627",-0.175398108,Minnesota,Washington,27,163
1393,"13,682",-1.163042693,Minnesota,Watonwan,27,165
1394,"18,612",-2.748458564,Minnesota,Wilkin,27,167
1395,"262,440",10.21842937,Minnesota,Winona,27,169
1396,"10,897",-2.800820623,Minnesota,Wright,27,171
1397,"6,207",-5.611313869,Minnesota,Yellow Medicine,27,173
1398,"50,484",-1.8985250969999998,Mississippi,Adams,28,1
1399,"138,377",10.97059272,Mississippi,Alcorn,28,3
1400,"9,709",-6.98409657,Mississippi,Amite,28,5
1401,"30,693",-4.9752321980000005,Mississippi,Attala,28,7
1402,"36,953",-0.294101775,Mississippi,Benton,28,9
1403,"12,297",-6.387028015,Mississippi,Bolivar,28,11
1404,"18,174",-7.09538902,Mississippi,Calhoun,28,13
1405,"8,259",-5.373510541,Mississippi,Carroll,28,15
1406,"30,628",-10.32120165,Mississippi,Chickasaw,28,17
1407,"14,361",-3.9847563010000004,Mississippi,Choctaw,28,19
1408,"9,947",-6.133811456,Mississippi,Claiborne,28,21
1409,"17,103",-1.6616835330000002,Mississippi,Clarke,28,23
1410,"8,210",-3.98783768,Mississippi,Clay,28,25
1411,"8,988",-6.345733042000001,Mississippi,Coahoma,28,27
1412,"15,541",-7.095887135,Mississippi,Copiah,28,29
1413,"19,316",-6.450987989,Mississippi,Covington,28,31
1414,"22,124",-15.37961369,Mississippi,De Soto,28,33
1415,"28,065",-4.6964140180000005,Mississippi,Forrest,28,35
1416,"18,636",-4.787206867,Mississippi,Franklin,28,37
1417,"184,945",14.68248309,Mississippi,George,28,39
1418,"74,897",0.046752692,Mississippi,Greene,28,41
1419,"7,713",-4.988913525,Mississippi,Grenada,28,43
1420,"24,500",8.48868618,Mississippi,Hancock,28,45
1421,"13,586",-5.593773886,Mississippi,Harrison,28,47
1422,"20,758",-5.2059548819999995,Mississippi,Hinds,28,49
1423,"47,632",8.197987416,Mississippi,Holmes,28,51
1424,"208,080",11.20790555,Mississippi,Humphreys,28,53
1425,"231,840",-5.511811024,Mississippi,Issaquena,28,55
1426,"17,010",-12.69311708,Mississippi,Itawamba,28,57
1427,"8,064",-13.965646,Mississippi,Jackson,28,59
1428,"1,327",-5.146533238,Mississippi,Jasper,28,61
1429,"23,390",-0.047006538,Mississippi,Jefferson,28,63
1430,"143,617",2.826683086,Mississippi,Jefferson Davis,28,65
1431,"16,383",-4.041468986,Mississippi,Jones,28,67
1432,"6,990",-9.596482152,Mississippi,Kemper,28,69
1433,"11,128",-10.76898404,Mississippi,Lafayette,28,71
1434,"68,098",0.486955495,Mississippi,Lamar,28,73
1435,"9,742",-6.667944051,Mississippi,Lauderdale,28,75
1436,"54,019",14.05798019,Mississippi,Lawrence,28,77
1437,"63,343",13.65642719,Mississippi,Leake,28,79
1438,"74,125",-7.666915795,Mississippi,Lee,28,81
1439,"12,586",-2.818315188,Mississippi,Leflore,28,83
1440,"22,786",-4.272570684,Mississippi,Lincoln,28,85
1441,"85,436",3.04667712,Mississippi,Lowndes,28,87
1442,"28,183",-12.96708048,Mississippi,Madison,28,89
1443,"34,153",-2.044972179,Mississippi,Marion,28,91
1444,"58,595",-1.980628649,Mississippi,Marshall,28,93
1445,"106,272",11.62673445,Mississippi,Monroe,28,95
1446,"24,573",-9.257754801,Mississippi,Montgomery,28,97
1447,"35,294",-4.998519555,Mississippi,Neshoba,28,99
1448,"35,252",-4.670218232,Mississippi,Newton,28,101
1449,"9,775",-10.59178633,Mississippi,Noxubee,28,103
1450,"29,118",-1.933180655,Mississippi,Oktibbeha,28,105
1451,"21,018",-3.209762837,Mississippi,Panola,28,107
1452,"10,417",-9.778278192,Mississippi,Pearl River,28,109
1453,"49,587",4.049772331000001,Mississippi,Perry,28,111
1454,"34,192",-1.4582973080000001,Mississippi,Pike,28,113
1455,"55,535",-0.365991496,Mississippi,Pontotoc,28,115
1456,"11,973",-2.2692025140000003,Mississippi,Prentiss,28,117
1457,"39,288",-2.754882305,Mississippi,Quitman,28,119
1458,"32,174",7.440058772,Mississippi,Rankin,28,121
1459,"25,126",-0.585582021,Mississippi,Scott,28,123
1460,"6,792",-17.39236196,Mississippi,Sharkey,28,125
1461,"155,271",9.305747191,Mississippi,Simpson,28,127
1462,"28,124",-0.48124557700000004,Mississippi,Smith,28,129
1463,"4,321",-12.10333605,Mississippi,Stone,28,131
1464,"26,658",-3.0618181819999997,Mississippi,Sunflower,28,133
1465,"15,916",-3.4691897139999996,Mississippi,Tallahatchie,28,135
1466,"18,336",3.0691399660000003,Mississippi,Tate,28,137
1467,"25,110",-14.54242249,Mississippi,Tippah,28,139
1468,"13,809",-10.24374391,Mississippi,Tishomingo,28,141
1469,"28,321",-1.908423386,Mississippi,Tunica,28,143
1470,"22,015",-0.976070529,Mississippi,Union,28,145
1471,"19,383",-1.122277202,Mississippi,Walthall,28,147
1472,"9,632",-10.63277046,Mississippi,Warren,28,149
1473,"28,815",6.159967579,Mississippi,Washington,28,151
1474,"14,286",-7.4740932639999995,Mississippi,Wayne,28,153
1475,"45,381",-6.948944022999999,Mississippi,Webster,28,155
1476,"43,909",-14.13122128,Mississippi,Wilkinson,28,157
1477,"20,183",-2.71846532,Mississippi,Winston,28,159
1478,"9,689",-5.602104442999999,Mississippi,Yalobusha,28,161
1479,"8,630",-12.63413646,Mississippi,Yazoo,28,163
1480,"17,955",-6.489245352,Missouri,Adair,29,1
1481,"12,108",-4.495977283,Missouri,Andrew,29,3
1482,"29,690",5.790130055,Missouri,Atchison,29,5
1483,"25,343",-1.027103023,Missouri,Audrain,29,7
1484,"17,712",2.405180389,Missouri,Barry,29,9
1485,"5,143",-9.502023579,Missouri,Barton,29,11
1486,"25,388",-0.560103404,Missouri,Bates,29,13
1487,"35,789",0.528075054,Missouri,Benton,29,15
1488,"11,754",-5.179090029,Missouri,Bollinger,29,17
1489,"16,172",-5.132867953,Missouri,Boone,29,19
1490,"19,443",2.02550244,Missouri,Buchanan,29,21
1491,"12,133",-1.8206829580000001,Missouri,Butler,29,23
1492,"180,463",10.95037257,Missouri,Caldwell,29,25
1493,"87,364",-2.048412956,Missouri,Callaway,29,27
1494,"42,478",-0.733782015,Missouri,Camden,29,29
1495,"9,020",-4.225950308,Missouri,Cape Girardeau,29,31
1496,"44,743",0.929372223,Missouri,Carroll,29,33
1497,"46,305",5.2003816789999995,Missouri,Carter,29,35
1498,"78,871",4.22470069,Missouri,Cass,29,37
1499,"8,679",-6.6171723689999995,Missouri,Cedar,29,39
1500,"5,982",-4.547630445,Missouri,Chariton,29,41
1501,"105,780",6.311557789,Missouri,Christian,29,43
1502,"14,349",2.624803319,Missouri,Clark,29,45
1503,"7,426",-4.928946358,Missouri,Clay,29,47
1504,"88,595",14.44312398,Missouri,Clinton,29,49
1505,"6,797",-4.657034647,Missouri,Cole,29,51
1506,"249,948",12.63688228,Missouri,Cooper,29,53
1507,"20,387",-1.716241624,Missouri,Crawford,29,55
1508,"76,745",1.01349128,Missouri,Dade,29,57
1509,"17,709",0.596455351,Missouri,Dallas,29,59
1510,"23,920",-3.232331405,Missouri,Daviess,29,61
1511,"7,561",-4.036045183,Missouri,Dekalb,29,63
1512,"16,878",0.650008945,Missouri,Dent,29,65
1513,"8,278",-1.791434334,Missouri,Douglas,29,67
1514,"12,547",-2.6156473140000003,Missouri,Dunklin,29,69
1515,"15,573",-0.7583482029999999,Missouri,Franklin,29,71
1516,"13,185",-3.6606751419999997,Missouri,Gasconade,29,73
1517,"29,131",-8.84313296,Missouri,Gentry,29,75
1518,"103,967",2.462845429,Missouri,Greene,29,77
1519,"14,706",-3.28817572,Missouri,Grundy,29,79
1520,"6,571",-2.507418398,Missouri,Harrison,29,81
1521,"293,086",6.507400637000001,Missouri,Henry,29,83
1522,"9,850",-3.996101365,Missouri,Hickory,29,85
1523,"8,352",-6.796116505,Missouri,Holt,29,87
1524,"21,824",-2.095015926,Missouri,Howard,29,89
1525,"9,544",-0.882750026,Missouri,Howell,29,91
1526,"4,403",-10.36237785,Missouri,Iron,29,93
1527,"10,001",-1.390258332,Missouri,Jackson,29,95
1528,"40,117",-0.666072401,Missouri,Jasper,29,97
1529,"10,125",-4.616109279,Missouri,Jefferson,29,99
1530,"703,011",4.278619806,Missouri,Johnson,29,101
1531,"121,328",3.353749436,Missouri,Knox,29,103
1532,"225,081",2.9073435689999996,Missouri,Laclede,29,105
1533,"54,062",2.847902597,Missouri,Lafayette,29,107
1534,"3,959",-4.163640765,Missouri,Lawrence,29,109
1535,"35,723",0.356781661,Missouri,Lewis,29,111
1536,"32,708",-1.9808804580000001,Missouri,Lincoln,29,113
1537,"38,355",-0.7555567059999999,Missouri,Linn,29,115
1538,"9,776",-4.241355667,Missouri,Livingston,29,117
1539,"59,013",12.328688900000001,Missouri,Mcdonald,29,119
1540,"11,920",-6.678149221,Missouri,Macon,29,121
1541,"15,227",0.20400105300000002,Missouri,Madison,29,123
1542,"22,837",-1.065719361,Missouri,Maries,29,125
1543,"15,117",-2.8844918410000004,Missouri,Marion,29,127
1544,"12,088",-1.055905705,Missouri,Mercer,29,129
1545,"8,697",-4.981973124,Missouri,Miller,29,131
1546,"28,530",-0.872103124,Missouri,Mississippi,29,133
1547,"3,617",-4.438573316,Missouri,Moniteau,29,135
1548,"25,619",3.5194763210000004,Missouri,Monroe,29,137
1549,"13,180",-8.319421258,Missouri,Montgomery,29,139
1550,"16,132",3.3771227169999998,Missouri,Morgan,29,141
1551,"8,644",-2.261420172,Missouri,New Madrid,29,143
1552,"11,551",-5.505562827,Missouri,Newton,29,145
1553,"20,627",0.29172947,Missouri,Nodaway,29,147
1554,"17,076",-9.841605069,Missouri,Oregon,29,149
1555,"58,236",0.203035204,Missouri,Osage,29,151
1556,"22,092",-5.480682839,Missouri,Ozark,29,153
1557,"10,529",-3.234996783,Missouri,Pemiscot,29,155
1558,"13,615",-2.113739305,Missouri,Perry,29,157
1559,"9,174",-5.694901316,Missouri,Pettis,29,159
1560,"15,805",-13.57248318,Missouri,Phelps,29,161
1561,"19,136",0.8697485640000001,Missouri,Pike,29,163
1562,"42,339",0.296110295,Missouri,Platte,29,165
1563,"44,573",-1.221079692,Missouri,Polk,29,167
1564,"18,302",-1.129058398,Missouri,Pulaski,29,169
1565,"104,418",16.89149101,Missouri,Putnam,29,171
1566,"32,149",3.27336974,Missouri,Ralls,29,173
1567,"52,607",0.621628859,Missouri,Randolph,29,175
1568,"4,696",-5.683872264,Missouri,Ray,29,177
1569,"10,309",1.316953317,Missouri,Reynolds,29,179
1570,"24,748",-2.6359272959999998,Missouri,Ripley,29,181
1571,"23,018",-2.117707093,Missouri,St Charles,29,183
1572,"6,270",-6.278026906,Missouri,St Clair,29,185
1573,"13,288",-5.798950801,Missouri,Ste Genevieve,29,186
1574,"402,022",11.51943855,Missouri,St Francois,29,187
1575,"9,397",-4.1611422739999995,Missouri,St Louis,29,189
1576,"17,894",-1.394169835,Missouri,Saline,29,195
1577,"67,215",2.8239685480000003,Missouri,Schuyler,29,197
1578,"994,205",-0.47848566299999995,Missouri,Scotland,29,199
1579,"22,761",-2.605905006,Missouri,Scott,29,201
1580,"4,660",5.168133603999999,Missouri,Shannon,29,203
1581,"4,902",1.009684731,Missouri,Shelby,29,205
1582,"38,280",-2.344447562,Missouri,Stoddard,29,207
1583,"8,166",-3.189093065,Missouri,Stone,29,209
1584,"5,930",-6.936597615,Missouri,Sullivan,29,211
1585,"29,025",-3.146689802,Missouri,Taney,29,213
1586,"31,952",-0.794833582,Missouri,Texas,29,215
1587,"6,089",-9.308906762000001,Missouri,Vernon,29,217
1588,"55,928",8.236569128,Missouri,Warren,29,219
1589,"25,398",-2.375461255,Missouri,Washington,29,221
1590,"20,563",-2.835136795,Missouri,Wayne,29,223
1591,"35,649",9.557761455,Missouri,Webster,29,225
1592,"24,730",-1.8689734530000002,Missouri,Worth,29,227
1593,"12,873",-4.891023273,Missouri,Wright,29,229
1594,"39,592",9.177145377999999,Missouri,St Louis City,29,510
1595,"2,013",-7.192254495,Montana,Beaverhead,30,1
1596,"18,289",-2.417031267,Montana,Big Horn,30,3
1597,"300,576",-5.860834542,Montana,Blaine,30,5
1598,"9,453",2.23880597,Montana,Broadwater,30,7
1599,"13,319",3.5450516989999996,Montana,Carbon,30,9
1600,"6,681",2.927129872,Montana,Carter,30,11
1601,"6,237",11.21611983,Montana,Cascade,30,13
1602,"10,725",6.419924588,Montana,Chouteau,30,15
1603,"1,252",7.9310344829999995,Montana,Custer,30,17
1604,"81,366",0.049184763,Montana,Daniels,30,19
1605,"5,635",-3.062102185,Montana,Dawson,30,21
1606,"11,402",-2.53867852,Montana,Deer Lodge,30,23
1607,"1,690",-3.483723587,Montana,Fallon,30,25
1608,"8,613",-3.9049425419999997,Montana,Fergus,30,27
1609,"9,140",-1.656983,Montana,Flathead,30,29
1610,"2,846",-1.522491349,Montana,Gallatin,30,31
1611,"11,050",-4.659188956,Montana,Garfield,30,33
1612,"103,806",14.16410967,Montana,Glacier,30,35
1613,"114,434",27.83779255,Montana,Golden Valley,30,37
1614,"1,258",4.052936311,Montana,Granite,30,39
1615,"13,753",2.6419882080000003,Montana,Hill,30,41
1616,821,-7.126696833,Montana,Jefferson,30,43
1617,"3,379",9.92192583,Montana,Judith Basin,30,45
1618,"16,484",2.410536779,Montana,Lake,30,47
1619,"12,221",7.17355082,Montana,Lewis and Clark,30,49
1620,"2,007",-3.137065637,Montana,Liberty,30,51
1621,"30,458",5.948239878,Montana,Lincoln,30,53
1622,"69,432",9.524560683999999,Montana,McCone,30,55
1623,"2,337",-0.08550662699999999,Montana,Madison,30,57
1624,"19,980",1.508916324,Montana,Meagher,30,59
1625,"1,664",-4.0369088810000004,Montana,Mineral,30,61
1626,"8,600",11.81900923,Montana,Missoula,30,63
1627,"1,862",-1.533580116,Montana,Musselshell,30,65
1628,"4,397",3.972570348,Montana,Park,30,67
1629,"119,600",9.427609428,Montana,Petroleum,30,69
1630,"4,633",2.09343323,Montana,Phillips,30,71
1631,"16,606",6.2104253279999995,Montana,Pondera,30,73
1632,487,-0.204918033,Montana,Powder River,30,75
1633,"3,954",-7.008466604,Montana,Powell,30,77
1634,"5,911",-3.9642567019999997,Montana,Prairie,30,79
1635,"1,682",-3.499713138,Montana,Ravalli,30,81
1636,"6,890",-2.047199318,Montana,Richland,30,83
1637,"1,077",-8.651399491,Montana,Roosevelt,30,85
1638,"43,806",8.943048993,Montana,Rosebud,30,87
1639,"10,803",10.84547507,Montana,Sanders,30,89
1640,"11,004",5.553956835,Montana,Sheridan,30,91
1641,"8,937",-3.226854358,Montana,Silver Bow,30,93
1642,"12,113",6.133356699,Montana,Stillwater,30,95
1643,"3,309",-2.2163120569999997,Montana,Sweet Grass,30,97
1644,"34,915",2.063784384,Montana,Teton,30,99
1645,"9,642",6.002638522000001,Montana,Toole,30,101
1646,"3,737",2.355519036,Montana,Treasure,30,103
1647,"6,147",1.251853072,Montana,Valley,30,105
1648,"4,736",-11.04432757,Montana,Wheatland,30,107
1649,696,-3.064066852,Montana,Wibaux,30,109
1650,"7,396",0.366399783,Montana,Yellowstone,30,111
1651,"2,126",-1.9372693730000001,Nebraska,Adams,31,1
1652,969,-4.719764012,Nebraska,Antelope,31,3
1653,"161,300",8.993114446,Nebraska,Arthur,31,5
1654,"31,363",-0.012752256000000002,Nebraska,Banner,31,7
1655,"6,298",-5.78908003,Nebraska,Blaine,31,9
1656,463,0.6521739129999999,Nebraska,Boone,31,11
1657,745,7.971014492999999,Nebraska,Box Butte,31,13
1658,465,-2.719665272,Nebraska,Boyd,31,15
1659,"5,192",-5.685740236,Nebraska,Brown,31,17
1660,"10,783",-4.64273081,Nebraska,Buffalo,31,19
1661,"1,919",-8.575512149,Nebraska,Burt,31,21
1662,"2,955",-5.981546292999999,Nebraska,Butler,31,23
1663,"49,659",7.72251025,Nebraska,Cass,31,25
1664,"6,459",-5.8180227470000005,Nebraska,Cedar,31,27
1665,"8,016",-4.514592019,Nebraska,Chase,31,29
1666,"26,248",3.9895408260000003,Nebraska,Cherry,31,31
1667,"8,402",-5.083596927,Nebraska,Cheyenne,31,33
1668,"3,924",-1.059001513,Nebraska,Clay,31,35
1669,"5,689",-0.420094521,Nebraska,Colfax,31,37
1670,"8,910",-10.88217644,Nebraska,Cuming,31,39
1671,"6,203",-5.138400367,Nebraska,Custer,31,41
1672,"10,709",1.8449833569999998,Nebraska,Dakota,31,43
